k,security_bits,type,bitlen,time_us
32,32,EC,64,49.629263
32,32,EC,64,50.269053
32,32,EC,64,50.028789
32,32,EC,64,49.606842
32,32,EC,64,48.795368
32,32,EC,64,49.359579
32,32,EC,64,49.065579
32,32,EC,64,49.127684
32,32,EC,64,49.054316
32,32,EC,64,49.991316
32,32,EC,64,49.739632
32,32,EC,64,50.309684
32,32,EC,64,49.644474
32,32,EC,64,49.630737
32,32,EC,64,49.563842
32,32,EC,64,49.336684
32,32,EC,64,49.193895
32,32,EC,64,49.216579
32,32,EC,64,49.119947
32,32,EC,64,49.410211
32,32,EC,64,49.421579
32,32,EC,64,48.897789
32,32,EC,64,49.468895
32,32,EC,64,49.345947
32,32,EC,64,49.243158
32,32,EC,64,48.782579
32,32,EC,64,49.122947
32,32,EC,64,48.873684
32,32,EC,64,49.123368
32,32,EC,64,49.376263
32,32,EC,64,50.048316
32,32,EC,64,49.237053
32,32,EC,64,48.925053
32,32,EC,64,49.477579
32,32,EC,64,48.643474
32,32,EC,64,48.902526
32,32,EC,64,48.577947
32,32,EC,64,49.884842
32,32,EC,64,49.882526
32,32,EC,64,48.876947
32,32,EC,64,49.007526
32,32,EC,64,49.036632
32,32,EC,64,49.529947
32,32,EC,64,49.474368
32,32,EC,64,49.323579
32,32,EC,64,48.857211
32,32,EC,64,49.233789
32,32,EC,64,49.133316
32,32,EC,64,48.829000
32,32,EC,64,48.902000
32,32,EC,64,121.505421
32,32,EC,64,49.744684
32,32,EC,64,49.162789
32,32,EC,64,49.001105
32,32,EC,64,49.182053
32,32,EC,64,49.165895
32,32,EC,64,48.466789
32,32,EC,64,48.295895
32,32,EC,64,48.076105
32,32,EC,64,49.062895
32,32,EC,64,49.298053
32,32,EC,64,49.050579
32,32,EC,64,49.454105
32,32,EC,64,49.502421
32,32,EC,64,48.494000
32,32,EC,64,48.880579
32,32,EC,64,48.829684
32,32,EC,64,49.430421
32,32,EC,64,48.571789
32,32,EC,64,48.831421
32,32,EC,64,48.790105
32,32,EC,64,48.382684
32,32,EC,64,49.003316
32,32,EC,64,48.817105
32,32,EC,64,49.700947
32,32,EC,64,49.278053
32,32,EC,64,49.297842
32,32,EC,64,49.219947
32,32,EC,64,48.792579
32,32,EC,64,49.125211
32,32,EC,64,48.374263
32,32,EC,64,48.830579
32,32,EC,64,48.567842
32,32,EC,64,48.404316
32,32,EC,64,48.637158
32,32,EC,64,49.021632
32,32,EC,64,49.274421
32,32,EC,64,49.562789
32,32,EC,64,49.155105
32,32,EC,64,49.123158
32,32,EC,64,48.831053
32,32,EC,64,48.380105
32,32,EC,64,49.212211
32,32,EC,64,49.494947
32,32,EC,64,49.108263
32,32,EC,64,48.991263
32,32,EC,64,49.196947
32,32,EC,64,48.310000
32,32,EC,64,48.849474
32,32,EC,64,49.326526
32,32,EC,64,49.239316
32,32,EC,64,50.242316
32,32,EC,64,49.075474
32,32,EC,64,50.471316
32,32,EC,64,48.517895
32,32,EC,64,49.394842
32,32,EC,64,49.181000
32,32,EC,64,48.816421
32,32,EC,64,48.752263
32,32,EC,64,48.805211
32,32,EC,64,49.161632
32,32,EC,64,49.431000
32,32,EC,64,49.198632
32,32,EC,64,48.310737
32,32,EC,64,48.789421
32,32,EC,64,49.842895
32,32,EC,64,48.673579
32,32,EC,64,49.601421
32,32,EC,64,49.120316
32,32,EC,64,49.607474
32,32,EC,64,48.197105
32,32,EC,64,48.636316
32,32,EC,64,48.589737
32,32,EC,64,48.706842
32,32,EC,64,48.158105
32,32,EC,64,48.713316
32,32,EC,64,49.359158
32,32,EC,64,49.312105
32,32,EC,64,49.736842
32,32,EC,64,48.350632
32,32,EC,64,48.938211
32,32,EC,64,50.390421
32,32,EC,64,50.369421
32,32,EC,64,48.856579
32,32,EC,64,112.814211
32,32,EC,64,51.255316
32,32,EC,64,49.552684
32,32,EC,64,49.440947
32,32,EC,64,50.648316
32,32,EC,64,50.277737
32,32,EC,64,48.431947
32,32,EC,64,49.127579
32,32,EC,64,48.735895
32,32,EC,64,49.175947
32,32,EC,64,48.601579
32,32,EC,64,49.034526
32,32,EC,64,48.736316
32,32,EC,64,48.885737
32,32,EC,64,48.711158
32,32,EC,64,48.910579
32,32,EC,64,49.534158
32,32,EC,64,49.452632
32,32,EC,64,49.443158
32,32,EC,64,48.911579
32,32,EC,64,49.481263
32,32,EC,64,50.939368
32,32,EC,64,49.950000
32,32,EC,64,48.819632
32,32,EC,64,48.354579
32,32,EC,64,49.391211
32,32,EC,64,48.716947
32,32,EC,64,48.569474
32,32,EC,64,48.429053
32,32,EC,64,49.161526
32,32,EC,64,49.372842
32,32,EC,64,48.973421
32,32,EC,64,48.167421
32,32,EC,64,49.604737
32,32,EC,64,49.312632
32,32,EC,64,51.964421
32,32,EC,64,52.532895
32,32,EC,64,49.931789
32,32,EC,64,48.471842
32,32,EC,64,49.981895
32,32,EC,64,49.121895
32,32,EC,64,49.314158
32,32,EC,64,49.448947
32,32,EC,64,49.944789
32,32,EC,64,48.855421
32,32,EC,64,49.300053
32,32,EC,64,49.773053
32,32,EC,64,49.303211
32,32,EC,64,48.669158
32,32,EC,64,48.694474
32,32,EC,64,49.064158
32,32,EC,64,49.111737
32,32,EC,64,47.779421
32,32,EC,64,48.961842
32,32,EC,64,48.931789
32,32,EC,64,48.977737
32,32,EC,64,49.040158
32,32,EC,64,48.971684
32,32,EC,64,50.300684
32,32,EC,64,48.927053
32,32,EC,64,48.804789
32,32,EC,64,48.805211
32,32,EC,64,49.264158
32,32,EC,64,52.645737
32,32,EC,64,49.762105
32,32,EC,64,50.135526
32,32,EC,64,50.506474
32,32,EC,64,50.462579
32,32,EC,64,50.847421
32,32,EC,64,50.867158
32,32,EC,64,50.511842
32,32,EC,64,49.031947
32,32,EC,64,49.243316
32,32,EC,64,48.868632
32,32,EC,64,48.831316
32,32,EC,64,48.996526
32,32,EC,64,48.525316
32,32,EC,64,49.293632
32,32,EC,64,49.513263
32,32,EC,64,49.034316
32,32,EC,64,49.277789
32,32,EC,64,48.962842
32,32,EC,64,49.183947
32,32,EC,64,79.057053
32,32,EC,64,53.741000
32,32,EC,64,51.750895
32,32,EC,64,49.719632
32,32,EC,64,55.377263
32,32,EC,64,48.568158
32,32,EC,64,49.173211
32,32,EC,64,49.331474
32,32,EC,64,48.796579
32,32,EC,64,49.093368
32,32,EC,64,48.957737
32,32,EC,64,49.266105
32,32,EC,64,48.831368
32,32,EC,64,48.903789
32,32,EC,64,49.255158
32,32,EC,64,49.479526
32,32,EC,64,48.955579
32,32,EC,64,48.922632
32,32,EC,64,49.131789
32,32,EC,64,48.936632
32,32,EC,64,49.007158
32,32,EC,64,49.292000
32,32,EC,64,49.957105
32,32,EC,64,49.182895
32,32,EC,64,49.082316
32,32,EC,64,48.518000
32,32,EC,64,49.648526
32,32,EC,64,48.472789
32,32,EC,64,49.317789
32,32,EC,64,49.132474
32,32,EC,64,48.695474
32,32,EC,64,48.704842
32,32,EC,64,48.371684
32,32,EC,64,49.022526
32,32,EC,64,48.577211
32,32,EC,64,49.026158
32,32,EC,64,48.975053
32,32,EC,64,49.586526
32,32,EC,64,49.168737
32,32,EC,64,48.554158
32,32,EC,64,48.836947
32,32,EC,64,49.386368
32,32,EC,64,49.579053
32,32,EC,64,48.912421
32,32,EC,64,49.255579
32,32,EC,64,48.872842
32,32,EC,64,49.314316
32,32,EC,64,49.226579
32,32,EC,64,48.890842
32,32,EC,64,49.610632
32,32,EC,64,49.263789
32,32,EC,64,49.048474
32,32,EC,64,49.548526
32,32,EC,64,48.893474
32,32,EC,64,48.686895
32,32,EC,64,49.055211
32,32,EC,64,49.081421
32,32,EC,64,49.630684
32,32,EC,64,48.931105
32,32,EC,64,48.868316
32,32,EC,64,48.791158
32,32,EC,64,48.718684
32,32,EC,64,48.714316
32,32,EC,64,49.513789
32,32,EC,64,48.774947
32,32,EC,64,49.134263
32,32,EC,64,49.147158
32,32,EC,64,48.473316
32,32,EC,64,49.514316
32,32,EC,64,49.546368
32,32,EC,64,49.500421
32,32,GF,256,9.094426
32,32,GF,256,8.635686
32,32,GF,256,8.600149
32,32,GF,256,8.612500
32,32,GF,256,8.605968
32,32,GF,256,8.658787
32,32,GF,256,8.746846
32,32,GF,256,8.978367
32,32,GF,256,8.627181
32,32,GF,256,8.637612
32,32,GF,256,8.605973
32,32,GF,256,8.642755
32,32,GF,256,8.563723
32,32,GF,256,8.611984
32,32,GF,256,8.582660
32,32,GF,256,8.574266
32,32,GF,256,8.586516
32,32,GF,256,8.556750
32,32,GF,256,8.521995
32,32,GF,256,8.532441
32,32,GF,256,8.575106
32,32,GF,256,8.305910
32,32,GF,256,8.150856
32,32,GF,256,8.453638
32,32,GF,256,8.282484
32,32,GF,256,8.138665
32,32,GF,256,8.113910
32,32,GF,256,8.477947
32,32,GF,256,8.519495
32,32,GF,256,8.694441
32,32,GF,256,8.540457
32,32,GF,256,8.324596
32,32,GF,256,8.622431
32,32,GF,256,8.528915
32,32,GF,256,8.494335
32,32,GF,256,8.524399
32,32,GF,256,8.590053
32,32,GF,256,8.616489
32,32,GF,256,8.540122
32,32,GF,256,8.512606
32,32,GF,256,8.715553
32,32,GF,256,8.780287
32,32,GF,256,8.769059
32,32,GF,256,8.578989
32,32,GF,256,8.606457
32,32,GF,256,8.327186
32,32,GF,256,8.858846
32,32,GF,256,8.058766
32,32,GF,256,8.074596
32,32,GF,256,8.129261
32,32,GF,256,8.299394
32,32,GF,256,8.510261
32,32,GF,256,8.549915
32,32,GF,256,8.071245
32,32,GF,256,8.204984
32,32,GF,256,8.141468
32,32,GF,256,8.114266
32,32,GF,256,8.202431
32,32,GF,256,9.412213
32,32,GF,256,8.573888
32,32,GF,256,8.618165
32,32,GF,256,8.530213
32,32,GF,256,8.650362
32,32,GF,256,8.543154
32,32,GF,256,8.537351
32,32,GF,256,8.531601
32,32,GF,256,8.514665
32,32,GF,256,8.519691
32,32,GF,256,8.509814
32,32,GF,256,8.507106
32,32,GF,256,8.523543
32,32,GF,256,8.542910
32,32,GF,256,8.548261
32,32,GF,256,8.526436
32,32,GF,256,8.560303
32,32,GF,256,8.552968
32,32,GF,256,8.540090
32,32,GF,256,8.494191
32,32,GF,256,8.521984
32,32,GF,256,8.527809
32,32,GF,256,8.515245
32,32,GF,256,8.585532
32,32,GF,256,8.510777
32,32,GF,256,8.615989
32,32,GF,256,8.498303
32,32,GF,256,8.504713
32,32,GF,256,8.510649
32,32,GF,256,8.515606
32,32,GF,256,8.534606
32,32,GF,256,8.528537
32,32,GF,256,8.491133
32,32,GF,256,8.515718
32,32,GF,256,8.647372
32,32,GF,256,8.532628
32,32,GF,256,8.519090
32,32,GF,256,8.524255
32,32,GF,256,8.522287
32,32,GF,256,8.611138
32,32,GF,256,8.536112
32,32,GF,256,8.529686
32,32,GF,256,8.685495
32,32,GF,256,8.900186
32,32,GF,256,8.573165
32,32,GF,256,8.550723
32,32,GF,256,8.794814
32,32,GF,256,8.554580
32,32,GF,256,8.736851
32,32,GF,256,8.785851
32,32,GF,256,8.721351
32,32,GF,256,8.831745
32,32,GF,256,8.662037
32,32,GF,256,8.534936
32,32,GF,256,8.701176
32,32,GF,256,8.600862
32,32,GF,256,8.503676
32,32,GF,256,8.543543
32,32,GF,256,8.638723
32,32,GF,256,8.594761
32,32,GF,256,8.547447
32,32,GF,256,8.690878
32,32,GF,256,8.729032
32,32,GF,256,8.692606
32,32,GF,256,8.527463
32,32,GF,256,8.501957
32,32,GF,256,8.731872
32,32,GF,256,8.797245
32,32,GF,256,8.590000
32,32,GF,256,8.633016
32,32,GF,256,8.825016
32,32,GF,256,8.521819
32,32,GF,256,8.607681
32,32,GF,256,8.532670
32,32,GF,256,8.496532
32,32,GF,256,8.536920
32,32,GF,256,8.544766
32,32,GF,256,8.523165
32,32,GF,256,8.530085
32,32,GF,256,8.504074
32,32,GF,256,8.519106
32,32,GF,256,8.553676
32,32,GF,256,8.527989
32,32,GF,256,8.500420
32,32,GF,256,8.507793
32,32,GF,256,8.527016
32,32,GF,256,8.521729
32,32,GF,256,8.518399
32,32,GF,256,8.513670
32,32,GF,256,8.552957
32,32,GF,256,8.526622
32,32,GF,256,8.636287
32,32,GF,256,8.527239
32,32,GF,256,8.520388
32,32,GF,256,8.510106
32,32,GF,256,8.536441
32,32,GF,256,8.533191
32,32,GF,256,8.533622
32,32,GF,256,8.538213
32,32,GF,256,8.554947
32,32,GF,256,8.519218
32,32,GF,256,8.620436
32,32,GF,256,8.655697
32,32,GF,256,8.878457
32,32,GF,256,8.621574
32,32,GF,256,8.541441
32,32,GF,256,8.529596
32,32,GF,256,8.669819
32,32,GF,256,8.546830
32,32,GF,256,8.538181
32,32,GF,256,8.621697
32,32,GF,256,8.533957
32,32,GF,256,8.514176
32,32,GF,256,8.514936
32,32,GF,256,8.542037
32,32,GF,256,8.576989
32,32,GF,256,8.623660
32,32,GF,256,15.538463
32,32,GF,256,8.502617
32,32,GF,256,8.612165
32,32,GF,256,8.552851
32,32,GF,256,8.531064
32,32,GF,256,8.546346
32,32,GF,256,8.531750
32,32,GF,256,8.563144
32,32,GF,256,8.536484
32,32,GF,256,8.534234
32,32,GF,256,8.523989
32,32,GF,256,8.627160
32,32,GF,256,8.708926
32,32,GF,256,8.577952
32,32,GF,256,8.643638
32,32,GF,256,8.560915
32,32,GF,256,8.544037
32,32,GF,256,8.528207
32,32,GF,256,8.536580
32,32,GF,256,8.527601
32,32,GF,256,8.539479
32,32,GF,256,8.525665
32,32,GF,256,8.563681
32,32,GF,256,8.548718
32,32,GF,256,8.512894
32,32,GF,256,8.537543
32,32,GF,256,8.549080
32,32,GF,256,8.530947
32,32,GF,256,8.709702
32,32,GF,256,8.557654
32,32,GF,256,8.551298
32,32,GF,256,8.601505
32,32,GF,256,8.532489
32,32,GF,256,8.629043
32,32,GF,256,8.540101
32,32,GF,256,8.549420
32,32,GF,256,8.619266
32,32,GF,256,8.540803
32,32,GF,256,8.640686
32,32,GF,256,8.533968
32,32,GF,256,8.553665
32,32,GF,256,8.533963
32,32,GF,256,8.516133
32,32,GF,256,8.564548
32,32,GF,256,8.530585
32,32,GF,256,8.538644
32,32,GF,256,8.529282
32,32,GF,256,8.533335
32,32,GF,256,8.608415
32,32,GF,256,8.543426
32,32,GF,256,8.529128
32,32,GF,256,8.588383
32,32,GF,256,8.628447
32,32,GF,256,8.554511
32,32,GF,256,8.952835
32,32,GF,256,8.664250
32,32,GF,256,8.662777
32,32,GF,256,8.627351
32,32,GF,256,8.637750
32,32,GF,256,8.673803
32,32,GF,256,8.601069
32,32,GF,256,8.522750
32,32,GF,256,8.978298
32,32,GF,256,8.734282
32,32,GF,256,8.827213
32,32,GF,256,8.565128
32,32,GF,256,8.524074
32,32,GF,256,8.566564
32,32,GF,256,8.639633
32,32,GF,256,8.519766
32,32,GF,256,8.831106
32,32,GF,256,8.676362
32,32,GF,256,8.753234
32,32,GF,256,8.857888
32,32,GF,256,8.777718
32,32,GF,256,8.826064
32,32,GF,256,8.550261
32,32,GF,256,8.547665
32,32,GF,256,8.684505
32,32,GF,256,8.591686
32,32,GF,256,8.606580
32,32,GF,256,8.537681
32,32,GF,256,8.654335
32,32,GF,256,8.544426
32,32,GF,256,8.624032
32,32,GF,256,8.781069
32,32,GF,256,8.941543
32,32,GF,256,9.044074
32,32,GF,256,8.534048
32,32,GF,256,8.622027
32,32,GF,256,8.569686
32,32,GF,256,8.537803
32,32,GF,256,8.540734
32,32,GF,256,8.520090
32,32,GF,256,8.540798
32,32,GF,256,8.553952
32,32,GF,256,8.523856
32,32,GF,256,8.270303
32,32,GF,256,8.483968
32,32,GF,256,8.409122
32,32,GF,256,8.317218
32,32,GF,256,8.319585
32,32,GF,256,8.401495
32,32,GF,256,8.392628
32,32,GF,256,8.191266
32,32,GF,256,8.098840
32,32,GF,256,8.212798
32,32,GF,256,8.119191
32,32,GF,256,8.111947
32,32,GF,256,8.551138
32,32,GF,256,8.669447
32,32,GF,256,8.532218
32,32,GF,256,8.544777
32,32,GF,256,8.704218
32,32,GF,256,8.529367
32,32,GF,256,8.529713
32,32,GF,256,8.558489
32,32,GF,256,8.530489
32,32,GF,256,8.541952
32,32,GF,256,8.551979
32,32,GF,256,8.535840
32,32,GF,256,8.555936
32,32,GF,256,8.538346
32,32,GF,256,8.533160
32,32,GF,256,8.561144
32,32,GF,256,8.650309
32,32,GF,256,8.517410
32,32,GF,256,8.525878
32,32,GF,256,8.658670
32,32,GF,256,8.510489
32,32,GF,256,8.543202
32,32,GF,256,8.559138
32,32,GF,256,8.514883
32,32,GF,256,8.562777
32,32,GF,256,8.554378
32,32,GF,256,8.525872
32,32,GF,256,8.544388
32,32,GF,256,8.671851
32,32,GF,256,8.553074
32,32,GF,256,8.561761
32,32,GF,256,8.611080
32,32,GF,256,8.608793
32,32,GF,256,8.552431
32,32,GF,256,8.548218
32,32,GF,256,8.562250
32,32,GF,256,8.593564
32,32,GF,256,8.549489
32,32,GF,256,8.546697
32,32,GF,256,8.563473
32,32,GF,256,8.544787
32,32,GF,256,8.554532
32,32,GF,256,8.552787
32,32,GF,256,8.535399
32,32,GF,256,8.662005
32,32,GF,256,8.566085
32,32,GF,256,8.529809
32,32,GF,256,8.561101
32,32,GF,256,8.523431
32,32,GF,256,8.527106
32,32,GF,256,8.598686
32,32,GF,256,8.533053
32,32,GF,256,8.526995
32,32,GF,256,8.549112
32,32,GF,256,8.604702
32,32,GF,256,8.512170
32,32,GF,256,8.553144
32,32,GF,256,8.640133
32,32,GF,256,8.538090
32,32,GF,256,8.560543
32,32,GF,256,8.525707
32,32,GF,256,8.555441
32,32,GF,256,8.560888
32,32,GF,256,8.539149
32,32,GF,256,8.632282
32,32,GF,256,8.645362
32,32,GF,256,8.817005
32,32,GF,256,8.930559
32,32,GF,256,8.807239
32,32,GF,256,8.537239
32,32,GF,256,8.595532
32,32,GF,256,8.759117
32,32,GF,256,8.552910
32,32,GF,256,8.583819
32,32,GF,256,8.544527
32,32,GF,256,8.529128
32,32,GF,256,8.558293
32,32,GF,256,8.536112
32,32,GF,256,8.542186
32,32,GF,256,8.622553
32,32,GF,256,8.534835
32,32,GF,256,8.531021
32,32,GF,256,8.808383
32,32,GF,256,8.675037
32,32,GF,256,8.508266
32,32,GF,256,8.545755
32,32,GF,256,8.728388
32,32,GF,256,8.537809
32,32,GF,256,8.711676
32,32,GF,256,8.544872
32,32,GF,256,8.546521
32,32,GF,256,8.551213
32,32,GF,256,8.560543
32,32,GF,256,8.550516
32,32,GF,256,8.605324
32,32,GF,256,8.561686
32,32,GF,256,8.632383
32,32,GF,256,8.649787
32,32,GF,256,8.815362
32,32,GF,256,8.316745
32,32,GF,256,8.483596
32,32,GF,256,8.457287
32,32,GF,256,8.188484
32,32,GF,256,8.284378
32,32,GF,256,8.289197
32,32,GF,256,8.428915
32,32,GF,256,8.249287
32,32,GF,256,8.509261
32,32,GF,256,8.672936
32,32,GF,256,8.538511
32,32,GF,256,8.613234
32,32,GF,256,8.560771
32,32,GF,256,8.523250
32,32,GF,256,8.545947
32,32,GF,256,8.525367
32,32,GF,256,8.528330
32,32,GF,256,8.727926
32,32,GF,256,8.545691
32,32,GF,256,8.550404
32,32,GF,256,8.576000
32,32,GF,256,8.530947
32,32,GF,256,8.810027
32,32,GF,256,8.682537
32,32,GF,256,8.817223
32,32,GF,256,8.705362
32,32,GF,256,8.723351
32,32,GF,256,8.871830
32,32,GF,256,8.541963
32,32,GF,256,8.683989
32,32,GF,256,8.536809
32,32,GF,256,8.710702
32,32,GF,256,8.379410
32,32,GF,256,8.211191
32,32,GF,256,8.711750
32,32,GF,256,8.955553
32,32,GF,256,8.687122
32,32,GF,256,8.809090
32,32,GF,256,8.639585
32,32,GF,256,8.664926
32,32,GF,256,8.554729
32,32,GF,256,8.551037
32,32,GF,256,8.633660
32,32,GF,256,8.523500
32,32,GF,256,8.578872
32,32,GF,256,8.637851
32,32,GF,256,8.708851
32,32,GF,256,8.797170
32,32,GF,256,8.732856
32,32,GF,256,8.544824
32,32,GF,256,8.520011
32,32,GF,256,8.540926
32,32,GF,256,8.521681
32,32,GF,256,8.602234
32,32,GF,256,8.515399
32,32,GF,256,8.517330
32,32,GF,256,8.520378
32,32,GF,256,8.549356
32,32,GF,256,8.679745
32,32,GF,256,8.560037
32,32,GF,256,8.549926
32,32,GF,256,8.526596
32,32,GF,256,8.561101
32,32,GF,256,8.637872
32,32,GF,256,8.578601
32,32,GF,256,8.533064
32,32,GF,256,8.541388
32,32,GF,256,8.534431
32,32,GF,256,8.541011
32,32,GF,256,8.586479
32,32,GF,256,8.546106
32,32,GF,256,8.565904
32,32,GF,256,8.538457
32,32,GF,256,8.551191
32,32,GF,256,8.545106
32,32,GF,256,8.524367
32,32,GF,256,8.535952
32,32,GF,256,8.543995
32,32,GF,256,8.537702
32,32,GF,256,8.547947
32,32,GF,256,8.512840
32,32,GF,256,8.510457
32,32,GF,256,8.679569
32,32,GF,256,8.723835
32,32,GF,256,8.645649
32,32,GF,256,8.824824
32,32,GF,256,8.845984
32,32,GF,256,8.548027
32,32,GF,256,8.536516
32,32,GF,256,8.525973
32,32,GF,256,8.572979
32,32,GF,256,8.673250
32,32,GF,256,8.550484
32,32,GF,256,8.529436
32,32,GF,256,8.549176
32,32,GF,256,8.648388
32,32,GF,256,8.523250
32,32,GF,256,8.712771
32,32,GF,256,8.544590
32,32,GF,256,8.617191
32,32,GF,256,8.550676
32,32,GF,256,8.538606
32,32,GF,256,8.534606
32,32,GF,256,8.536606
32,32,GF,256,8.544713
32,32,GF,256,8.602612
32,32,GF,256,8.541229
32,32,GF,256,8.701926
32,32,GF,256,8.516995
32,32,GF,256,8.526559
32,32,GF,256,8.547941
32,32,GF,256,8.531883
32,32,GF,256,8.937606
32,32,GF,256,8.770059
32,32,GF,256,8.813181
32,32,GF,256,8.664691
32,32,GF,256,8.618984
32,32,GF,256,8.526441
32,32,GF,256,8.616399
32,32,GF,256,8.882351
32,32,GF,256,8.620064
32,32,GF,256,8.741649
32,32,GF,256,8.712803
32,32,GF,256,8.601069
32,32,GF,256,8.947085
32,32,GF,256,8.606027
32,32,GF,256,8.669064
32,32,GF,256,8.610426
32,32,GF,256,8.538920
32,32,GF,256,8.630936
32,32,GF,256,8.651878
32,32,GF,256,8.641537
32,32,GF,256,8.697447
32,32,GF,256,8.727734
32,32,GF,256,8.978324
32,32,GF,256,8.674782
32,32,GF,256,8.716484
32,32,GF,256,8.795032
32,32,GF,256,8.527420
32,32,GF,256,8.504319
32,32,GF,256,8.532048
32,32,GF,256,8.624149
32,32,GF,256,8.627809
32,32,GF,256,8.530691
32,32,GF,256,8.517787
32,32,GF,256,8.635340
32,32,GF,256,8.532362
32,32,GF,256,8.516904
32,32,GF,256,8.528686
32,32,GF,256,8.557564
32,32,GF,256,8.537181
32,32,GF,256,8.509415
32,32,GF,256,8.611324
32,32,GF,256,8.537761
32,32,GF,256,8.580426
32,32,GF,256,8.525676
32,32,GF,256,8.541500
32,32,GF,256,8.542096
32,32,GF,256,8.519649
32,32,GF,256,8.549553
32,32,GF,256,8.549532
32,32,GF,256,8.560170
32,32,GF,256,8.597298
32,32,GF,256,8.532984
32,32,GF,256,8.521335
32,32,GF,256,8.550505
32,32,GF,256,8.531181
32,32,GF,256,8.515745
32,32,GF,256,8.543245
32,32,GF,256,8.540479
32,32,GF,256,8.542516
32,32,GF,256,8.537096
32,32,GF,256,8.620399
32,32,GF,256,8.536489
32,32,GF,256,8.559218
32,32,GF,256,8.553628
32,32,GF,256,8.541681
32,32,GF,256,8.534053
32,32,GF,256,8.545303
32,32,GF,256,8.523500
32,32,GF,256,8.648761
32,32,GF,256,8.643367
32,32,GF,256,8.545777
32,32,GF,256,8.544122
32,32,GF,256,8.539957
32,32,GF,256,8.548277
32,32,GF,256,8.539931
32,32,GF,256,8.518335
32,32,GF,256,8.526330
32,32,GF,256,8.523234
32,32,GF,256,8.547043
32,32,GF,256,8.567580
32,32,GF,256,8.546255
32,32,GF,256,8.545324
32,32,GF,256,8.526511
32,32,GF,256,8.605000
32,32,GF,256,8.541122
32,32,GF,256,8.587239
32,32,GF,256,8.543223
32,32,GF,256,8.553122
32,32,GF,256,8.567394
32,32,GF,256,8.550048
32,32,GF,256,8.536872
32,32,GF,256,8.644064
32,32,GF,256,8.592500
32,32,GF,256,8.598979
32,32,GF,256,8.529165
32,32,GF,256,8.542138
32,32,GF,256,8.545580
32,32,GF,256,8.578053
32,32,GF,256,8.541638
32,32,GF,256,8.554803
32,32,GF,256,8.533410
32,32,GF,256,8.538548
32,32,GF,256,8.543309
32,32,GF,256,8.556771
32,32,GF,256,8.520043
32,32,GF,256,8.524223
32,32,GF,256,8.612814
32,32,GF,256,8.547484
32,32,GF,256,8.532080
32,32,GF,256,8.508936
32,32,GF,256,8.532351
32,32,GF,256,8.536968
32,32,GF,256,8.525202
32,32,GF,256,8.570585
32,32,GF,256,8.540628
32,32,GF,256,8.518707
32,32,GF,256,8.556090
32,32,GF,256,8.536372
32,32,GF,256,8.515255
32,32,GF,256,8.588197
32,32,GF,256,8.622356
32,32,GF,256,8.531926
32,32,GF,256,8.530069
32,32,GF,256,8.532479
32,32,GF,256,8.533638
32,32,GF,256,8.555255
32,32,GF,256,8.547723
32,32,GF,256,8.523537
32,32,GF,256,8.564755
32,32,GF,256,8.603351
32,32,GF,256,8.628021
32,32,GF,256,8.529979
32,32,GF,256,8.540574
32,32,GF,256,8.544122
32,32,GF,256,8.590537
32,32,GF,256,8.501957
32,32,GF,256,8.532660
32,32,GF,256,8.515963
32,32,GF,256,8.506399
32,32,GF,256,8.526766
32,32,GF,256,8.525234
32,32,GF,256,8.612319
32,32,GF,256,8.544867
32,32,GF,256,8.535239
32,32,GF,256,8.533553
32,32,GF,256,8.609346
32,32,GF,256,8.546191
32,32,GF,256,8.616963
32,32,GF,256,8.544473
32,32,GF,256,8.532149
32,32,GF,256,8.535309
32,32,GF,256,8.547649
32,32,GF,256,8.534702
32,32,GF,256,8.546207
32,32,GF,256,8.558096
32,32,GF,256,8.517798
32,32,GF,256,8.534383
32,32,GF,256,8.596138
32,32,GF,256,8.541085
32,32,GF,256,8.527016
32,32,GF,256,8.535761
32,32,GF,256,8.525665
32,32,GF,256,8.534723
32,32,GF,256,8.585915
32,32,GF,256,8.568814
32,32,GF,256,8.539963
32,32,GF,256,8.640101
32,32,GF,256,8.541197
32,32,GF,256,8.910085
32,32,GF,256,8.691154
32,32,GF,256,8.556117
32,32,GF,256,8.615681
32,32,GF,256,8.768734
32,32,GF,256,8.730910
32,32,GF,256,8.614218
32,32,GF,256,8.545527
32,32,GF,256,8.536059
32,32,GF,256,8.529973
32,32,GF,256,8.594856
32,32,GF,256,8.507011
32,32,GF,256,8.620527
32,32,GF,256,8.538032
32,32,GF,256,8.528920
32,32,GF,256,8.537580
32,32,GF,256,8.535771
32,32,GF,256,8.565899
32,32,GF,256,8.613963
32,32,GF,256,8.533596
32,32,GF,256,8.541553
32,32,GF,256,8.543011
32,32,GF,256,8.534856
32,32,GF,256,8.600761
32,32,GF,256,8.538830
32,32,GF,256,8.526399
32,32,GF,256,8.536745
32,32,GF,256,8.556426
32,32,GF,256,8.534383
32,32,GF,256,8.551149
32,32,GF,256,8.656324
32,32,GF,256,8.543941
32,32,GF,256,8.546638
32,32,GF,256,8.532271
32,32,GF,256,8.539665
32,32,GF,256,8.542144
32,32,GF,256,8.536218
32,32,GF,256,8.535574
32,32,GF,256,8.586713
32,32,GF,256,8.595298
32,32,GF,256,8.520000
32,32,GF,256,8.558995
32,32,GF,256,8.538755
32,32,GF,256,8.615989
32,32,GF,256,8.548378
32,32,GF,256,8.538527
32,32,GF,256,8.540096
